gCa_true,seed,gCa,ECa,sse_full,sse_v,chi2
2.0,1111,0.05,213.0,16931.638537500727,16928.63454490332,206253.409904088
2.0,1111,0.05,216.0,16921.91070985253,16918.908593982967,206122.251585976
2.0,1111,0.05,219.0,16912.18226141363,16909.182022088087,205991.10791469197
2.0,1111,0.05,222.0,16902.453176618295,16899.454813655248,205859.97877314553
2.0,1111,0.05,225.0,16892.72346759596,16889.726980812313,205728.86425273938
2.0,1111,0.05,228.0,16882.993136827652,16879.998526039974,205597.7643754581
2.0,1111,0.05,231.0,16873.26218689489,16870.269451919394,205466.67916345847
2.0,1111,0.05,234.0,16863.530620388097,16860.539761040633,205335.60863910918
2.0,1111,0.05,237.0,16853.798439876915,16850.80945597304,205204.55282460392
2.0,1111,0.05,240.0,16844.0656480641,16841.078539419,205073.511742866
2.0,1111,0.05,243.0,16834.332247480073,16831.347013908584,204942.48541588182
2.0,1111,0.05,246.0,16824.59824084151,16821.614882158123,204811.47386660692
2.0,1111,0.05,249.0,16814.86363079579,16811.88214681466,204680.4771176273
2.0,1111,0.05,252.0,16805.12842003532,16802.148810570245,204549.49519178204
2.0,1111,0.05,255.0,16795.392611220144,16792.41487608459,204418.5281116037
2.0,1111,0.05,258.0,16785.65620707665,16782.68034608372,204287.57590011833
2.0,1111,0.05,261.0,16775.919210324028,16772.945223286482,204156.6385801708
2.0,1111,0.05,264.0,16766.18162370343,16763.20951043369,204025.71617486863
2.0,1111,0.05,267.0,16756.443449970026,16753.473210280157,203894.8087072922
2.0,1111,0.05,270.0,16746.704691919986,16743.736325621692,203763.91620058153
2.0,1111,0.05,273.0,16736.965352302766,16733.99885920743,203633.03867807196
2.0,1111,0.05,276.0,16727.225433965115,16724.260813883742,203502.17616304228
2.0,1111,0.05,279.0,16717.484939718728,16714.52219246198,203371.32867892188
2.0,1111,0.05,282.0,16707.743872446976,16704.78299782518,203240.4962492544
2.0,1111,0.05,285.0,16698.002234974017,16695.043232797114,203109.6788975655
2.0,1111,0.05,288.0,16688.26000621063,16685.30287630472,202978.87585406392
2.0,1111,0.05,291.0,16678.517239334476,16675.561981492338,202848.08873695062
2.0,1111,0.05,294.0,16668.77391104235,16665.820525072904,202717.31676903213
2.0,1111,0.05,297.0,16659.03002423796,16656.07850994974,202586.5599741083
2.0,1111,0.05,300.0,16649.285581844615,16646.33593904583,202455.81837604046
2.0,1111,0.1,0.0,17351.748048587448,17348.661262235048,212056.16588582663
2.0,1111,0.1,3.0,17332.372046174765,17329.28902439954,211792.8383703103
2.0,1111,0.1,6.0,17312.993174296775,17309.913916429112,211529.56558229824
2.0,1111,0.1,9.0,17293.61144669933,17290.535952067006,211266.34766950176
2.0,1111,0.1,12.0,17274.226877475667,17271.155145403878,211003.1847812693
2.0,1111,0.1,15.0,17254.839481027666,17251.771510838997,210740.07706817787
2.0,1111,0.1,18.0,17235.44927825256,17232.38506926841,210477.02467298924
2.0,1111,0.1,21.0,17216.05627497028,17212.995826506616,210214.02777885887
2.0,1111,0.1,24.0,17196.660488697704,17193.603800069253,209951.08651710427
2.0,1111,0.1,27.0,17177.261934855716,17174.209005374538,209688.2010437804
